ID,Nom,Commune,Type,Coord_X,Coord_Y
5112,Gymnase Jacques Anquetil,Vénissieux,Plateau EPS/Multisports/city-stades,4.88278,45.71775
5113,Alpha Athetes,Vénissieux,Salle de musculation/cardiotraining,4.817817,45.742572
5114,Collège Honoré de Balzac,Vénissieux,Piste d'athlétisme isolée,4.86218,45.72448
5115,Complexe Sportif Delaune,Vénissieux,Court de tennis,4.87266,45.69358
5116,Gymnase M Barel,Vénissieux,Court de tennis,4.89656,45.69617
5117,Parc de Parilly,Vénissieux,Terrain de basket-ball,4.8956,45.72141
5118,Parc de Parilly,Vénissieux,Terrain de football,4.89689,45.72073
5119,Parc de Parilly,Vénissieux,Terrain de football,4.89689,45.72073
5120,Kart'In Lyon,Vénissieux,Piste de kart,4.85885,45.71592
5121,Kart'In Lyon,Vénissieux,Piste de kart,4.85885,45.71592
5122,Complexe Sportif,Vernaison,Salle multisports (gymnase),4.81567,45.64852
5123,Complexe Sportif,Vernaison,Court de tennis,4.81544,45.64804
5124,Complexe Sportif,Vernaison,Terrain de pétanque,4.81501,45.64748
5125,Complexe Sportif,Vernaison,Skate park,4.815131,45.647107
5126,Complexe Sportif,Vernaison,Terrain de boules,4.81545,45.64735
5127,Salle des Arcades,Vernaison,Salles polyvalentes / des fêtes / non spécialisées,4.81409,45.64844
5128,Complexe Sportif Belleroche,Villefranche-sur-Saône,Plateau EPS/Multisports/city-stades,4.70528,45.98303
5129,Gymnase de Garet,Villefranche-sur-Saône,Plateau EPS/Multisports/city-stades,4.7281,45.99581
5130,Complexe Sportif Saint Exupery,Villefranche-sur-Saône,Salle multisports (gymnase),4.7081,45.99096
5131,Stade Montmartin,Villefranche-sur-Saône,Aire de lancer,4.7126,46.00031
5132,Complexe de Tennis de Villefranche,Villefranche-sur-Saône,Court de tennis,4.72973,45.99903
5133,Ecole Élémentaire Lamartine,Villefranche-sur-Saône,Salle multisports (gymnase),4.72543,45.98499
5134,Hall Bointon,Villefranche-sur-Saône,Pas de tir à la cible,4.72093,45.99638
5135,Palais des Sports,Villefranche-sur-Saône,Salle de patinage sur roulette,4.71105,45.9999
5136,Collège Jean Moulin,Villefranche-sur-Saône,Terrain de handball,4.71463,45.98346
5137,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Piste d'athlétisme isolée,4.71298,45.99331
5138,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Aire de lancer,4.71236,45.99319
5139,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Aire de lancer,4.71236,45.99319
5140,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Aire de lancer,4.71236,45.99319
5141,Le Ludo,Villefranche-sur-Saône,Bowling,4.73201,45.99776
5142,Gymnase Albert Dumontet,Villefranche-sur-Saône,Salle multisports (gymnase),4.71653,45.99113
5143,Cap'Sport,Villefranche-sur-Saône,Terrain de soccer,4.73258,45.99828
5144,Terrain de Boules,Ville-sur-Jarnioux,Terrain de boules,4.60862,45.96031
5145,Appart Fitness Villeurbanne,Villeurbanne,Salle de cours collectifs,4.86997,45.7681
5146,Ecole Jean Zay,Villeurbanne,Structure Artificielle d'Escalade,4.88226,45.77257
5147,Ecole Jean Zay,Villeurbanne,Plateau EPS/Multisports/city-stades,4.88191,45.77265
5148,Gymnase Jean Vilar,Villeurbanne,Structure Artificielle d'Escalade,4.903773,45.779261
5149,Gymnase B Siuaps Secteur Insa,Villeurbanne,Salle multisports (gymnase),4.88351,45.78547
5150,Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa,Villeurbanne,Terrain de football,4.87784,45.7855
5151,Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps,Villeurbanne,Terrain de rugby,4.86369,45.78236
5152,Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps,Villeurbanne,Terrain de football,4.86311,45.7835
5153,Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps,Villeurbanne,Salle multisports (gymnase),4.86326,45.781
5154,Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps,Villeurbanne,Court de tennis,4.86135,45.78157
5155,Gymnase et Tennis de Sciences Campus de la Doua,Villeurbanne,Court de tennis,4.87015,45.77973
5156,Lycée Professionnel Marie Curie,Villeurbanne,Salle de musculation/cardiotraining,4.89622,45.76145
5157,Tennis Club de Lyon-Tcl,Villeurbanne,Court de tennis,4.86056,45.78208
5158,Tennis Club de Lyon-Tcl,Villeurbanne,Court de tennis,4.86097,45.78026
5159,Tennis Club de Lyon-Tcl,Villeurbanne,Court de tennis,4.86097,45.78026
5160,Body Gym Center,Villeurbanne,Salle de musculation/cardiotraining,4.879186,45.76723
5161,Wellness Villeurbanne,Villeurbanne,Salle de cours collectifs,4.88024,45.7634
5162,Stade Severine,Villeurbanne,Terrain de football,4.9136,45.75499
5163,Complexe B Granger,Villeurbanne,Court de tennis,4.90004,45.7614
5164,Complexe B Granger,Villeurbanne,Stade d’athlétisme,4.90191,45.76266
5165,Complexe B Granger,Villeurbanne,Court de tennis,4.90065,45.76143
5166,Stade de la Viabert,Villeurbanne,Terrain de football,4.88546,45.76974
5167,Terrain Moulaire,Villeurbanne,Plateau EPS/Multisports/city-stades,4.917,45.75713
5168,Terrain Jean Monnet,Villeurbanne,Terrain mixte,4.86296,45.7741
5169,Salle Vap,Villeurbanne,Salle de tennis de table,4.88392,45.76482
5170,Tae Kwon Do Mudo Club,Villeurbanne,Dojo / Salle d'arts martiaux,4.86818,45.76915
5171,Complexe Sportif Louis Armand,Villeurbanne,Terrain de football,4.88631,45.7788
5172,Complexe des Iris,Villeurbanne,Court de tennis,4.89756,45.76794
5173,Ecole Croix Luizet,Villeurbanne,Terrain de basket-ball,4.88523,45.77858
5174,Ecole Ernest Renan B,Villeurbanne,Terrain de basket-ball,4.90368,45.76481
5175,Ecole Louis Armand,Villeurbanne,Terrain de handball,4.86344,45.77721
5176,Ecole Jean Jaurès,Villeurbanne,Plateau EPS/Multisports/city-stades,4.8787,45.76094
5177,Ecole Jules Ferry,Villeurbanne,Salle multisports (gymnase),4.893087,45.763826
5178,Ecole Ernest Renan A,Villeurbanne,Terrain de basket-ball,4.90238,45.7658
5179,Ecole Berthelot,Villeurbanne,Plateau EPS/Multisports/city-stades,4.89615,45.75896
5180,Terrains de Sport,Villié-Morgon,Court de tennis,4.68335,46.16211
5181,Complexe Sportif Richard Vitton,Vourles,Terrain de football,4.76581,45.66227
5182,Complexe Sportif,Yzeron,Terrain de basket-ball,4.58409,45.70788
5183,Circuits de Randonnees - Plan d'Eau du Ronzey,Yzeron,Boucle de randonnée,4.58261,45.709
5184,Complexe Sportif Gilles Laforêt,Chaponnay,Skate park,4.928712,45.636839
5185,Complexe Sportif Gilles Laforêt,Chaponnay,Court de tennis,4.92954,45.63688
5186,Complexe Sportif R.Tisserand,Chassieu,Stade d’athlétisme,4.97667,45.73269
5187,Complexe Sportif R.Tisserand,Chassieu,Plateau EPS/Multisports/city-stades,4.9759,45.73344
5188,Complexe Sportif R.Tisserand,Chassieu,Salle de tennis de table,4.97502,45.73333
5189,Centre de Formation de la Police,Chassieu,Pas de tir à la cible,4.95261,45.73806
5190,Skate Parc,Chassieu,Skate park,4.96875,45.74235
5191,Boulodrome Couvert,Chassieu,Terrain de boules,4.97317,45.73393
5192,Boulodrome Couvert,Chassieu,Salle multisports (gymnase),4.97317,45.73393
5193,Chassieu Tennis,Chassieu,Court de tennis,4.95828,45.74763
5194,Chassieu Tennis,Chassieu,Court de tennis,4.95829,45.74705
5195,Chassieu Tennis,Chassieu,Court de tennis,4.95829,45.74705
5196,Gymnase Intercommunal À Vocation Scolaire,Communay,Terrain de basket-ball,4.82877,45.60505
5197,Gymnase des Brosses,Communay,Terrain de basket-ball,4.82243,45.60623
5198,Plateau Jacques Prevert,Corbas,Plateau EPS/Multisports/city-stades,4.89678,45.66245
5199,Complexe Sportif des Taillis,Corbas,Plateau EPS/Multisports/city-stades,4.91194,45.66324
5200,Complexe Sportif des Taillis,Corbas,Skate park,4.91165,45.66325
5201,Complexe Sportif des Taillis,Corbas,Court de tennis,4.9129,45.66441
5202,Gymnase Charlie Chaplin,Décines-Charpieu,Salle de boxe,4.97325,45.77431
5203,Gymnase Emile Zola,Décines-Charpieu,Salle multisports (gymnase),4.95308,45.76438
5204,Parc des Sports Raymond Troussier,Décines-Charpieu,Terrain de basket-ball,4.95385,45.76515
5205,Parc des Sports Raymond Troussier,Décines-Charpieu,Court de tennis,4.95271,45.76537
5206,Parc des Sports Raymond Troussier,Décines-Charpieu,Terrain de handball,4.95359,45.76477
5207,Centre Équestre Roosevelt,Décines-Charpieu,Carrière,4.93683,45.75569
5208,Poney Club de la Rize,Décines-Charpieu,Manège,4.96587,45.7879
5209,Complexe Sportif Jean Bouin,Feyzin,Stade d’athlétisme,4.84521,45.66432
5210,Complexe Sportif Jean Bouin,Feyzin,Court de tennis,4.84517,45.66353
5211,Cosec Arts Martiaux,Feyzin,Dojo / Salle d'arts martiaux,4.86127,45.67056
5212,Ecole Privée Mixte de Feyzin,Feyzin,Plateau EPS/Multisports/city-stades,4.8568,45.66769
5213,Groupe Scolaire Jeanne d'Arc,Genas,Piste d'athlétisme isolée,5.0141,45.73597
5214,Happy Gym,Genas,Salle de cours collectifs,4.988086,45.734642
5215,Complexe Sportif d'Azieu,Genas,Terrain de football,5.0218,45.73759
5216,Espace Marius Berliet,Genas,Court de tennis,4.97975,45.71677
5217,Espace Marius Berliet,Genas,Court de tennis,4.97975,45.71677
5218,Complexe Sportif Marcel Gonzales,Genas,Salle de tennis de table,5.01286,45.72822
5219,Collège Louis Leprince Ringuet,Genas,Aire de saut,5.01183,45.73082
5220,Espace Henri Vicard,Genay,Salle de gymnastique sportive,4.83857,45.89796
5221,Espace Henri Vicard,Genay,Salle de gymnastique sportive,4.83857,45.89796
5222,Espace Henri Vicard,Genay,Pas de tir à la cible,4.83857,45.89796
5223,Stade Municipal des Marais,Jonage,Terrain de football,5.03986,45.80115
5224,Jonage Sport Gym,Jonage,Salle de musculation/cardiotraining,5.046095,45.797452
5225,Jonage Sport Gym,Jonage,Dojo / Salle d'arts martiaux,5.046095,45.797452
5226,Ecole Louis Pergaud,Jons,Structure Artificielle d'Escalade,5.08249,45.80267
5227,Stade Municipal Albert Vacalut,Marennes,Terrain de football,4.91261,45.62646
5228,Collège Olivier de Serres,Meyzieu,Terrain de handball,5.02086,45.7802
5229,Centre Aquatique Les Vagues,Meyzieu,Bassin sportif de natation,5.01334,45.76928
5230,Salle Marcel Cerdan,Meyzieu,Salle de danse,4.99647,45.77006
5231,Octogone,Meyzieu,Dojo / Salle d'arts martiaux,5.014544,45.766034
5232,Octogone,Meyzieu,Dojo / Salle d'arts martiaux,5.014544,45.766034
5233,Parc Municipal des Sports des Servizieres,Meyzieu,Terrain de football,5.01417,45.7663
5234,Parc Municipal des Sports des Servizieres,Meyzieu,Court de tennis,5.01778,45.76472
5235,Parc Municipal des Sports des Servizieres,Meyzieu,Court de tennis,5.01778,45.76472
5236,Parc Municipal des Sports des Servizieres,Meyzieu,Court de tennis,5.01778,45.76472
5237,Terrain de Proximite du Carreau,Meyzieu,Plateau EPS/Multisports/city-stades,4.99524,45.77672
5238,Skate Park,Mions,Skate park,4.94972,45.67463
5239,Complexe Sportif,Montanay,Terrain de football,4.87222,45.88279
5240,Complexe Sportif Jean Brissaud,Pusignan,Terrain de pétanque,5.06841,45.75489
5241,But en Or des Charmilles,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.893108,45.816799
5242,Plateaux Sportifs du Bottet,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.902956,45.819808
5243,Collège Maria Casarès,Rillieux-la-Pape,Salle de danse,4.89829,45.81717
5244,Collège Maria Casarès,Rillieux-la-Pape,Salle de tennis de table,4.89843,45.81745
5245,Centre Scolaire Saint-Charles,Rillieux-la-Pape,Stade d’athlétisme,4.8927,45.82068
5246,Complexe Sportif du Loup Pendu,Rillieux-la-Pape,Terrain de rugby,4.88261,45.81695
5247,Complexe Sportif Aquatique Loup Pendu,Rillieux-la-Pape,Bassin sportif de natation,4.8863,45.81705
5248,Salle des Sports Canellas,Rillieux-la-Pape,Salle multisports (gymnase),4.88459,45.80586
5249,Complexe de Tennis des Lones,Rillieux-la-Pape,Court de tennis,4.89781,45.80557
5250,Complexe de Tennis des Lones,Rillieux-la-Pape,Court de tennis,4.89745,45.80536
5251,Complexe de Tennis des Lones,Rillieux-la-Pape,Court de tennis,4.89781,45.80557
5252,Complexe de Tennis des Lones,Rillieux-la-Pape,Court de tennis,4.89817,45.80605
5253,Complexe Sportif Maria Casarès,Rillieux-la-Pape,Structure Artificielle d'Escalade,4.89912,45.81732
5254,Gymnase Alagniers,Rillieux-la-Pape,Salle multisports (gymnase),4.88902,45.81438
5255,Complexe Sportif,Saint-Bonnet-de-Mure,Salle multisports (gymnase),5.0286,45.70004
5256,Complexe Sportif,Saint-Bonnet-de-Mure,Terrain de football,5.02772,45.69977
5257,Complexe Sportif,Saint-Bonnet-de-Mure,Court de tennis,5.02774,45.69938
5258,Boulodrome François Vallin,Saint-Laurent-de-Mure,Terrain de boules,5.05189,45.68601
5259,Complexe Sportif Andre Malraux,Saint-Laurent-de-Mure,Court de tennis,5.03514,45.68801
5260,Parc des Sports Georges Brunot,Saint-Pierre-de-Chandieu,Terrain de basket-ball,5.00807,45.64646
5261,Parc des Sports Georges Brunot,Saint-Pierre-de-Chandieu,Court de tennis,5.00698,45.64639
5262,Centre Équestre Ucpa,Saint-Priest,Manège,4.96583,45.69284
5263,World Fitness,Saint-Priest,Salle de cours collectifs,4.946198,45.683881
5264,Stade Jean Bouin,Saint-Priest,Terrain de football,4.92538,45.69919
5265,Piscine Caneton,Saint-Priest,Bassin mixte de natation,4.94478,45.69597
5266,Club Pongiste,Saint-Priest,Salle de tennis de table,4.94308,45.68627
5267,Tennis Roland Garros,Saint-Priest,Court de tennis,4.95678,45.69476
5268,Gymnase Jacques Brel,Saint-Priest,Salle multisports (gymnase),4.9495,45.68601
5269,Complexe Sportif Pierre Mendès France,Saint-Priest,Terrain de rugby,4.95985,45.69418
5270,Ecole Jeanne d'Arc,Saint-Priest,Plateau EPS/Multisports/city-stades,4.94253,45.70596
5271,Soccer Five,Saint-Priest,Terrain de soccer,4.908258,45.70875
5272,Piscine Municipale,Saint-Symphorien-d'Ozon,Bassin sportif de natation,4.86864,45.63302
5273,Petanque des Marais,Saint-Symphorien-d'Ozon,Terrain de pétanque,4.87179,45.63476
5274,Tennis,Saint-Symphorien-d'Ozon,Court de tennis,4.86882,45.63228
5275,Poney Club du Val de Saone,Sathonay-Camp,Parcours de cross,4.871622,45.831207
5276,Parc de la Mairie,Sathonay-Village,Plateau EPS/Multisports/city-stades,4.879995,45.830806
5277,Stade de Football du Truchet,Sérézin-du-Rhône,Terrain de football,4.83306,45.62536
5278,Complexe Sportif de Deves,Ternay,Terrain mixte,4.80553,45.6025
5279,Complexe Sportif de Deves,Ternay,Terrain de rugby,4.80369,45.60275
5280,Complexe Sportif de Deves,Ternay,Terrain de basket-ball,4.80481,45.60344
5281,Complexe Sportif de Deves,Ternay,Court de tennis,4.80414,45.60374
5282,Tennis Club Lyon 1Er,Lyon 1er Arrondissement,Court de tennis,4.81932,45.76987
5283,Ecole Primaire Robert Doisneau,Lyon 1er Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.82814,45.7685
5284,Lycée la Martinière Terreaux,Lyon 1er Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.829872,45.768
5285,Boulodrome,Lyon 1er Arrondissement,Terrain de boules,4.81971,45.76928
5286,Complexe Sportif Duplat Genety,Lyon 1er Arrondissement,Salle de musculation/cardiotraining,4.82015,45.77159
5287,Patinoire Charlemagne,Lyon 2e Arrondissement,Salle de danse,4.820206,45.741875
5288,Gymnase Enghein,Lyon 2e Arrondissement,Salle multisports (gymnase),4.82621,45.75218
5289,Ecole Primaire Paul Painleve,Lyon 3e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.84492,45.75754
5290,Ecole Primaire Léon Jouhaux,Lyon 3e Arrondissement,Terrain de basket-ball,4.85389,45.75541
5291,Ecole Primaire Meynis,Lyon 3e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.87021,45.75548
5292,Ecole Primaire Harmonie,Lyon 3e Arrondissement,Plateau EPS/Multisports/city-stades,4.87289,45.74697
5293,Ecole Primaire Louise,Lyon 3e Arrondissement,Terrain de basket-ball,4.88602,45.74902
5294,Stade Marc Vivien Foe,Lyon 3e Arrondissement,Piste d'athlétisme isolée,4.87972,45.75058
5295,Stade Marc Vivien Foe,Lyon 3e Arrondissement,Terrain de handball,4.87984,45.74987
5296,Stade Marc Vivien Foe,Lyon 3e Arrondissement,Terrain de football,4.87828,45.75043
5297,Gymnase Jeanne d'Arc,Lyon 3e Arrondissement,Salle de gymnastique sportive,4.87911,45.7515
5298,Complexe Sportif Paul Bert,Lyon 3e Arrondissement,Salle d'escrime,4.86316,45.75706
5299,Judo Club du Rhône,Lyon 3e Arrondissement,Dojo / Salle d'arts martiaux,4.84381,45.75661
5300,Judo Club du Rhône,Lyon 3e Arrondissement,Dojo / Salle d'arts martiaux,4.843812,45.75661
5301,Judo Club du Rhône,Lyon 3e Arrondissement,Salle de cours collectifs,4.843812,45.75661
5302,Complexe Sportif Antoine Charrial,Lyon 3e Arrondissement,Salle multisports (gymnase),4.87123,45.75739
5303,Squash Lugdunum,Lyon 3e Arrondissement,Salle ou terrain de squash,4.8587,45.7555
5304,Squash Lugdunum,Lyon 3e Arrondissement,Salle ou terrain de squash,4.8587,45.7555
5305,Gym Austerlitz,Lyon 4e Arrondissement,Salle de cours collectifs,4.8341,45.77578
5306,Terrain Tacot,Lyon 4e Arrondissement,Terrain de basket-ball,4.83696,45.77778
5307,Gymnase Maurice Sceve,Lyon 4e Arrondissement,Salle multisports (gymnase),4.83708,45.77889
5308,Terrain Ferre,Lyon 4e Arrondissement,Plateau EPS/Multisports/city-stades,4.81668,45.77838
5309,Stade Grégory Coupet,Lyon 4e Arrondissement,Piste d'athlétisme isolée,4.82125,45.78327
5310,Gymnase René Baillieu,Lyon 4e Arrondissement,Aire de saut,4.81843,45.7808
5311,Ecole Primaire Cdt Arnaud,Lyon 4e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.8354,45.77945
5312,Lyon Plage,Lyon 4e Arrondissement,Court de tennis,4.81915,45.78816
5313,Lyon Plage,Lyon 4e Arrondissement,Court de tennis,4.81936,45.78828
5314,Lyon Plage,Lyon 4e Arrondissement,Bassin sportif de natation,4.81998,45.78867
5315,Lyon Plage,Lyon 4e Arrondissement,Court de tennis,4.8202,45.78811
5316,Lyon Plage,Lyon 4e Arrondissement,Court de tennis,4.82,45.78787
5317,Lyon Plage,Lyon 4e Arrondissement,Court de tennis,4.82,45.78787
5318,Institut Elise Rivet,Lyon 5e Arrondissement,Dojo / Salle d'arts martiaux,4.78397,45.75309
5319,Institut Elise Rivet,Lyon 5e Arrondissement,Terrain de football,4.78469,45.75254
5320,Institut Elise Rivet,Lyon 5e Arrondissement,Terrain de volley-ball,4.78322,45.7528
5321,Ecole Saint Just Saint Irenée,Lyon 5e Arrondissement,Salle de gymnastique sportive,4.813733,45.75729
5322,Centre Scolaire la Favorite,Lyon 5e Arrondissement,Salle multisports (gymnase),4.806916,45.756683
5323,Centre Scolaire la Favorite,Lyon 5e Arrondissement,Structure Artificielle d'Escalade,4.806916,45.756683
5324,Tennis Club Municipal du 5Ème-Tcms Site Valdo,Lyon 5e Arrondissement,Court de tennis,4.77869,45.74904
5325,Gymnase Jeunet,Lyon 5e Arrondissement,Plateau EPS/Multisports/city-stades,4.78962,45.7482
5326,Gymnase Audrey Hepburn,Lyon 5e Arrondissement,Plateau EPS/Multisports/city-stades,4.8022,45.77735
5327,Terrain de Proximité,Lyon 5e Arrondissement,Plateau EPS/Multisports/city-stades,4.82339,45.75717
5328,Collège Notre Dame de Bellecombe,Lyon 6e Arrondissement,Piste d'athlétisme isolée,4.86249,45.76687
5329,Ecole Jean Racine A,Lyon 6e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.84525,45.77033
5330,Terrain Anatole France,Lyon 6e Arrondissement,Plateau EPS/Multisports/city-stades,4.85613,45.77161
5331,Terrain Chaponnay,Lyon 6e Arrondissement,Terrain de basket-ball,4.84823,45.75822
5332,Terrain Thiers,Lyon 6e Arrondissement,Terrain de basket-ball,4.8614,45.76784
5333,Terrain Thiers,Lyon 6e Arrondissement,Plateau EPS/Multisports/city-stades,4.8614,45.76784
5334,Stade Edgar Quinet,Lyon 6e Arrondissement,Aire de saut,4.84594,45.76571
5335,Ecole Saint Joseph des Brotteaux,Lyon 6e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.85408,45.77091
5336,Gymnase Clemenceau,Lyon 7e Arrondissement,Plateau EPS/Multisports/city-stades,4.84052,45.74963
5337,Le Jean Jaurès,Lyon 7e Arrondissement,Bassin ludique de natation,4.84308,45.74775
5338,Olympe Gym,Lyon 7e Arrondissement,Salle de cours collectifs,4.84218,45.7537
5339,Ecole Primaire Marcel Pagnol,Lyon 7e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.82519,45.73547
