ID,Nom,Commune,Type,Coord_X,Coord_Y
2355,Gymnase Raymond Barlet,Sainte-Foy-lès-Lyon,Salle multisports (gymnase),4.795348,45.73645
2356,Tennis Club Fidésien,Sainte-Foy-lès-Lyon,Court de tennis,4.799375,45.7394765
2357,Ecole de la Graviere,Sainte-Foy-lès-Lyon,Dojo / Salle d'arts martiaux,4.779244,45.731917
2358,City Aventure,Sainte-Foy-lès-Lyon,Parcours Acrobatique en Hauteur/Site d'accrobranche,4.79281,45.72599
2359,Ecole Primaire Albert Mouton,Saint-Genis-Laval,Terrain de handball,4.797015,45.693749
2360,Gymnase Giono,Saint-Genis-Laval,Plateau EPS/Multisports/city-stades,4.8027,45.69063
2361,Gymnase Albert Mouton,Saint-Genis-Laval,Salle multisports (gymnase),4.79785,45.69383
2362,Complexe Sportif Henri Fillot,Saint-Genis-Laval,Skate park,4.78708,45.68354
2363,Tennis Avenue Foch,Saint-Genis-Laval,Court de tennis,4.78935,45.69334
2364,Stade Louison Bobet,Saint-Genis-les-Ollières,Court de tennis,4.73268,45.76804
2365,Stade Louison Bobet,Saint-Genis-les-Ollières,Terrain de volley-ball,4.73287,45.76845
2366,Stade Louison Bobet,Saint-Genis-les-Ollières,Court de tennis,4.73328,45.76836
2367,Stade Louison Bobet,Saint-Genis-les-Ollières,Terrain de basket-ball,4.73315,45.76889
2368,City-Stade,Saint-Georges-de-Reneins,Plateau EPS/Multisports/city-stades,4.726105,46.060528
2369,Parc Montchervet,Saint-Georges-de-Reneins,Terrain de football,4.7254,46.06012
2370,Parc Montchervet,Saint-Georges-de-Reneins,Court de tennis,4.72467,46.06206
2371,Ecole Maternelle Françoise Dolto,Saint-Germain-au-Mont-d'Or,Salle de danse,4.80212,45.8852
2372,Stade Pierre Cothenet,Saint-Jean-d'Ardières,Terrain de basket-ball,4.73611,46.12363
2373,Circuits de Randonnee,Saint-Jean-des-Vignes,Boucle de randonnée,4.6776,45.8787
2374,Circuits de Randonnees - la Loge,Saint-Jean-de-Touslas,Boucle de randonnée,4.66446,45.579
2375,Stade Armand Vergnon,Saint-Jean-de-Touslas,Terrain de football,4.66952,45.57393
2376,Stade de Football,Saint-Lager,Terrain de boules,4.67392,46.11061
2377,Gymnase - Esa,Saint-Laurent-d'Agny,Salle multisports (gymnase),4.69233,45.64148
2378,Collège Privé de Saint Laurent,Saint-Laurent-de-Chamousset,Salle multisports (gymnase),4.46537,45.7376
2379,Plateau Sportif,Saint-Laurent-de-Chamousset,Court de tennis,4.47196,45.73529
2380,Complexe Sportif de Vindry,Saint-Loup,Terrain de football,4.49148,45.88519
2381,Moto Cross Rochefolles,Saint-Marcel-l'Éclairé,Circuit de motocross,4.45427,45.87918
2382,Boulodromes,Saint-Martin-en-Haut,Terrain de boules,4.56441,45.65736
2383,L'Écurie Bleue,Chabanière,Carrière,4.64576,45.573455
2384,Circuits de Randonnees - Parc Communal du Peu,Chabanière,Boucle de randonnée,4.63083,45.5819
2385,Complexe de la Villette,Chabanière,Terrain de football,4.64135,45.58676
2386,Les Ecuries de la Quintilliere,Chabanière,Carrière,4.63128,45.590568
2387,Boulodrome,Saint-Nizier-d'Azergues,Court de tennis,4.46763,46.08832
2388,Salle Polyvalente,Saint-Romain-de-Popey,Terrain de boules,4.53191,45.84557
2389,Salle Polyvalente,Saint-Romain-de-Popey,Court de tennis,4.533207,45.846276
2390,Halle Sportive,Saint-Romain-en-Gal,Terrain mixte,4.86596,45.53337
2391,Jeux de Boules,Saint-Romain-en-Gier,Terrain de boules,4.7053,45.56545
2392,Stade Thomas Granjon,Saint-Symphorien-sur-Coise,Terrain de boules,4.46101,45.6339
2393,Stade Thomas Granjon,Saint-Symphorien-sur-Coise,Terrain de boules,4.46101,45.6339
2394,Stade Verpillieux,Taluyers,Terrain de football,4.72079,45.6337
2395,Cite Scolaire de Tarare,Tarare,Salle de tennis de table,4.44872,45.8946
2396,Cite Scolaire de Tarare,Tarare,Terrain de basket-ball,4.44433,45.8951
2397,Centre Nautique Aquaval,Tarare,Bassin ludique de natation,4.44665,45.89005
2398,Complexe Sportif Leon Masson,Tarare,Terrain de football,4.4521,45.88903
2399,Complexe Ast,Tarare,Salle de basket,4.42311,45.89439
2400,Complexe Ast,Tarare,Terrain de boules,4.42269,45.89398
2401,Complexe Ast,Tarare,Terrain de basket-ball,4.42298,45.89467
2402,Ecole Saint Charles,Tassin-la-Demi-Lune,Parcours sportif/santé,4.777615,45.762955
2403,Collège Jean Jacques Rousseau,Tassin-la-Demi-Lune,Terrain de basket-ball,4.769176,45.758369
2404,Stade du Sauze,Tassin-la-Demi-Lune,Court de tennis,4.75533,45.76549
2405,City Stade de la Constellation,Tassin-la-Demi-Lune,Plateau EPS/Multisports/city-stades,4.775082,45.754151
2406,Salle des Fêtes,Ternand,Salles polyvalentes / des fêtes / non spécialisées,4.53611,45.94587
2407,Salle Polyvalente de Theize,Theizé,Salles polyvalentes / des fêtes / non spécialisées,4.61578,45.93696
2408,Stade Chaboud,Thizy-les-Bourgs,Terrain de football,4.31089,46.02472
2409,Centre d'Activites Polyvalent,Thizy-les-Bourgs,Salle de gymnastique sportive,4.29475,46.03482
2410,Terrains de Boules,Thizy-les-Bourgs,Terrain de boules,4.33878,46.06982
2411,College la Platiere,Thizy-les-Bourgs,Plateau EPS/Multisports/city-stades,4.31019,46.02987
2412,Golf de la Tour Salvagny,La Tour-de-Salvagny,Parcours 18 trous,4.70528,45.8222
2413,Complexe Sportif Parc de l'Hippodrome,La Tour-de-Salvagny,Terrain de boules,4.72138,45.8063
2414,Complexe Sportif Parc de l'Hippodrome,La Tour-de-Salvagny,Dojo / Salle d'arts martiaux,4.72127,45.80608
2415,Salle d'Animation Rurale,Valsonne,Salles polyvalentes / des fêtes / non spécialisées,4.43115,45.94662
2416,Parking Mjc,Vaugneray,Boucle de randonnée,4.65667,45.738
2417,Court de Tennis,Vaugneray,Court de tennis,4.68223,45.73891
2418,Groupe Scolaire Pablo Neruda,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.93032,45.76447
2419,Groupe Scolaire Pierre et Marie Curie,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.92116,45.74905
2420,Palais des Sports Jean Capievic,Vaulx-en-Velin,Salle d'haltérophilie,4.9211,45.77897
2421,Stade Jomard,Vaulx-en-Velin,Terrain de football,4.93419,45.77594
2422,Gymnase des Noirettes,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.91683,45.78507
2423,Piscine Jean Gelet,Vaulx-en-Velin,Bassin mixte de natation,4.91448,45.78061
2424,Les Verchères,Vaulx-en-Velin,Terrain de football,4.927,45.78018
2425,Espace Noel Gregoire,Vaulx-en-Velin,Terrain de basket-ball,4.91105,45.78956
2426,Segapal/Parc de Miribel-Jonage,Vaulx-en-Velin,Boucle de randonnée,4.94084,45.79907
2427,Segapal/Parc de Miribel-Jonage,Vaulx-en-Velin,Terrain de beach-volley,4.94131,45.801622
2428,Multisports du Mas,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.91034,45.78291
2429,Entpe,Vaulx-en-Velin,Salle de musculation/cardiotraining,4.92439,45.77835
2430,Entpe,Vaulx-en-Velin,Court de tennis,4.9252,45.77941
2431,Fit Danse Studio,Vénissieux,Salle de danse,4.88896,45.7195
2432,Gymnase Tola Vologe,Vénissieux,Court de tennis,4.85862,45.72701
2433,Centre Nautique Intercommunal,Vénissieux,Bassin ludique de natation,4.85837,45.71875
2434,Lycée Professionnel Hélène Boucher,Vénissieux,Salle multisports (gymnase),4.88987,45.69839
2435,Lycée Professionnel Hélène Boucher,Vénissieux,Terrain de basket-ball,4.88959,45.6989
2436,Collège Elsa Triollet,Vénissieux,Terrain de handball,4.86722,45.69695
2437,Gymnase Jacques Anquetil,Vénissieux,Terrain de basket-ball,4.87946,45.69681
2438,Collège Honoré de Balzac,Vénissieux,Plateau EPS/Multisports/city-stades,4.86218,45.72448
2439,Collège Honoré de Balzac,Vénissieux,Terrain de handball,4.86174,45.725
2440,Collège Honoré de Balzac,Vénissieux,Piste d'athlétisme isolée,4.86203,45.7247
2441,Gymnase E.Triollet,Vénissieux,Plateau EPS/Multisports/city-stades,4.86819,45.69414
2442,Stade A.Delaune,Vénissieux,Terrain de football,4.86817,45.69106
2443,Stade A.Delaune,Vénissieux,Terrain de football,4.87059,45.69214
2444,Gymnase M Barel,Vénissieux,Plateau EPS/Multisports/city-stades,4.89751,45.69762
2445,Stade Laurent Gerin,Vénissieux,Terrain de football,4.893852,45.696512
2446,Stade Laurent Gerin,Vénissieux,Plateau EPS/Multisports/city-stades,4.89357,45.69649
2447,Stade Laurent Gerin,Vénissieux,Plateau EPS/Multisports/city-stades,4.89357,45.69649
2448,Parc de Parilly,Vénissieux,Terrain de basket-ball,4.8956,45.72141
2449,Parc de Parilly,Vénissieux,Terrain de football,4.89689,45.72073
2450,Parc de Parilly,Vénissieux,Terrain de football,4.89689,45.72073
2451,Parc de Parilly,Vénissieux,Terrain de football,4.89689,45.72073
2452,Stade de Football,Villechenève,Terrain de football,4.40124,45.81118
2453,Parc Municipal des Sports,Villefranche-sur-Saône,Terrain de basket-ball,4.70858,45.99944
2454,Complexe Sportif Belleroche,Villefranche-sur-Saône,Salle multisports (gymnase),4.7058,45.98288
2455,Complexe Sportif Saint Exupery,Villefranche-sur-Saône,Piste d'athlétisme isolée,4.7085,45.99227
2456,Complexe Sportif Saint Exupery,Villefranche-sur-Saône,Salle de gymnastique sportive,4.7092,45.99121
2457,Stade Montmartin,Villefranche-sur-Saône,Terrain de handball,4.7152,46.00113
2458,Stade Montmartin,Villefranche-sur-Saône,Terrain de football,4.71489,46.00159
2459,Stade Montmartin,Villefranche-sur-Saône,Aire de lancer,4.7126,46.00031
2460,Complexe de Tennis de Villefranche,Villefranche-sur-Saône,Court de tennis,4.72973,45.99903
2461,Complexe de Tennis de Villefranche,Villefranche-sur-Saône,Court de tennis,4.72973,45.99903
2462,Complexe de Tennis de Villefranche,Villefranche-sur-Saône,Court de tennis,4.73096,45.99867
2463,Ecole Jean Zay,Villefranche-sur-Saône,Salles polyvalentes / des fêtes / non spécialisées,4.71645,45.99493
2464,Ecole Armand Chouffet,Villefranche-sur-Saône,Plateau EPS/Multisports/city-stades,4.70811,45.99543
2465,Palais des Sports,Villefranche-sur-Saône,Salle multisports (gymnase),4.71036,45.99993
2466,Collège Jean Moulin,Villefranche-sur-Saône,Salle multisports (gymnase),4.71434,45.98312
2467,Collège Jean Moulin,Villefranche-sur-Saône,Terrain de basket-ball,4.71454,45.98331
2468,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Terrain de football,4.7121,45.99318
2469,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Aire de lancer,4.71236,45.99319
2470,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Terrain de handball,4.71331,45.99275
2471,Le Nautile,Villefranche-sur-Saône,Bassin sportif de natation,4.73017,45.99833
2472,Aire de Loisirs,Villefranche-sur-Saône,Terrain de boules,4.74258,45.97684
2473,L' Appart,Villefranche-sur-Saône,Salle de cours collectifs,4.72364,45.98396
2474,L' Appart,Villefranche-sur-Saône,Salle de musculation/cardiotraining,4.72364,45.98396
2475,Cap'Sport,Villefranche-sur-Saône,Salle ou terrain de squash,4.73258,45.99828
2476,Complexe Sportif Colette Besson et Terrains de Tennis Extérieur Siuaps,Villeurbanne,Court de tennis,4.87354,45.78443
2477,Gymnase B Siuaps Secteur Insa,Villeurbanne,Terrain de beach-volley,4.88341,45.78527
2478,Gymnase B Siuaps Secteur Insa,Villeurbanne,Terrain de beach-volley,4.88195,45.78509
2479,Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps,Villeurbanne,Salle multisports (gymnase),4.86326,45.781
2480,Gymnase et Tennis de Sciences Campus de la Doua,Villeurbanne,Salle de danse,4.86928,45.77926
2481,Lycée Pierre Brossolette,Villeurbanne,Terrain de basket-ball,4.87884,45.77103
2482,Collège Privé Immaculée Conception,Villeurbanne,Terrain de basket-ball,4.88978,45.75785
2483,Collège Privé Immaculée Conception,Villeurbanne,Plateau EPS/Multisports/city-stades,4.88988,45.75723
2484,Collège Jean Jaurès,Villeurbanne,Salles polyvalentes / des fêtes / non spécialisées,4.88304,45.75672
2485,Gigagym,Villeurbanne,Salle de musculation/cardiotraining,4.893689,45.757242
2486,Wellness Villeurbanne,Villeurbanne,Salle de cours collectifs,4.88024,45.7634
2487,Stade Enna,Villeurbanne,Terrain de football,4.91716,45.75567
2488,Stade Cyprian,Villeurbanne,Court de tennis,4.90082,45.75358
2489,Stade Jules Guesdes,Villeurbanne,Terrain de football,4.90737,45.75666
2490,Stade Ahmed Mokrane,Villeurbanne,Terrain de football,4.90545,45.75494
2491,Complexe des Brosses,Villeurbanne,Plateau EPS/Multisports/city-stades,4.917783,45.749989
2492,Centre Nautique E.Gagnaire,Villeurbanne,Boucle de randonnée,4.90905,45.76697
2493,Centre Nautique E.Gagnaire,Villeurbanne,Bassin sportif de natation,4.91068,45.76663
2494,Centre Nautique E.Gagnaire,Villeurbanne,Salle de musculation/cardiotraining,4.90909,45.76702
2495,Centre Nautique E.Gagnaire,Villeurbanne,Bassin ludique de natation,4.90959,45.76656
2496,Complexe Sportif Raphaël de Barros,Villeurbanne,Terrain de boules,4.88779,45.76927
2497,Complexe Sportif Louis Armand,Villeurbanne,Pas de tir à l'arc,4.88679,45.77848
2498,Complexe des Iris,Villeurbanne,Terrain de football,4.89942,45.76752
2499,Complexe des Iris,Villeurbanne,Court de tennis,4.89756,45.76794
2500,Ecole Chateau Gaillard,Villeurbanne,Salle multisports (gymnase),4.88922,45.77447
2501,Ecole Jean Moulin,Villeurbanne,Salle multisports (gymnase),4.89412,45.77651
2502,Ecole Berthelot,Villeurbanne,Dojo / Salle d'arts martiaux,4.8961,45.7587
2503,Circuits de Randonnée,Vourles,Boucle de randonnée,4.77391,45.66
2504,Ecurie Massat,Vourles,Manège,4.78243,45.67014
2505,Complexe Sportif Richard Vitton,Vourles,Court de tennis,4.76702,45.66197
2506,Complexe Sportif,Yzeron,Terrain de boules,4.58477,45.7083
2507,Complexe Sportif,Yzeron,Court de tennis,4.58382,45.70835
2508,Circuits de Randonnees - Plan d'Eau du Ronzey,Yzeron,Boucle de randonnée,4.58261,45.709
2509,Circuits de Randonnees,Chaponnay,Boucle de randonnée,4.93475,45.6291
2510,Espace Lino Ventura-Salle Alain Groleas,Chaponnay,Salle de gymnastique sportive,4.92983,45.62957
2511,Complexe Sportif Gilles Laforêt,Chaponnay,Parcours sportif/santé,4.9306,45.63748
2512,Complexe Sportif Gilles Laforêt,Chaponnay,Terrain de basket-ball,4.9286,45.63708
2513,Complexe Sportif Gilles Laforêt,Chaponnay,Terrain de boules,4.92907,45.63696
2514,Collège Prive de la Xavière,Chaponnay,Aire de lancer,4.93358,45.63225
2515,Collège Prive de la Xavière,Chaponnay,Salle de tennis de table,4.93358,45.63225
2516,Complexe Sportif R.Tisserand,Chassieu,Terrain de football,4.97776,45.73264
2517,Parc des Expositions Eurexpo,Chassieu,Salle de spectacle / Zenith,4.95038,45.73089
2518,Chassieu Tennis,Chassieu,Court de tennis,4.95829,45.74705
2519,Complexe Sportif du Raquin,Chassieu,Salle multisports (gymnase),4.98182,45.74014
2520,Complexe Sportif du Raquin,Chassieu,Structure Artificielle d'Escalade,4.98182,45.74014
2521,Centre Nautique,Chassieu,Bassin sportif de natation,4.96912,45.74249
2522,Circuits de Randonnees,Communay,Boucle de randonnée,4.83139,45.6073
2523,Karting Loisirs,Corbas,Piste de kart,4.90743,45.64697
2524,Complexe Sportif des Taillis,Corbas,Terrain de football,4.91285,45.66321
2525,Gymnase Jean Jaures,Corbas,Parcours sportif/santé,4.909049,45.656772
2526,Le Club,Corbas,Salle de musculation/cardiotraining,4.916626,45.676518
2527,Gymnase Brassens,Décines-Charpieu,Terrain de basket-ball,4.97429,45.76833
2528,Gymnase de la Berthaudière,Décines-Charpieu,Salle multisports (gymnase),4.96539,45.77558
2529,Parc des Sports Raymond Troussier,Décines-Charpieu,Terrain de football,4.95348,45.76668
2530,Parc des Sports Raymond Troussier,Décines-Charpieu,Court de tennis,4.95305,45.76535
2531,Parc des Sports Raymond Troussier,Décines-Charpieu,Court de tennis,4.95305,45.76535
2532,Parc des Sports Raymond Troussier,Décines-Charpieu,Court de tennis,4.95305,45.76535
2533,Parc des Sports Raymond Troussier,Décines-Charpieu,Terrain de basket-ball,4.95385,45.76515
2534,Parc des Sports Raymond Troussier,Décines-Charpieu,Court de tennis,4.95249,45.76582
2535,Base de Voile Sal Yachting,Décines-Charpieu,Site d'activités aquatiques et nautiques,4.96778,45.77857
2536,Lycee Charlie Chaplin,Décines-Charpieu,Plateau EPS/Multisports/city-stades,4.97535,45.77347
2537,Complexe Sportif Jean Bouin,Feyzin,Terrain de football,4.84404,45.66275
2538,Complexe Sportif Jean Bouin,Feyzin,Terrain de football,4.84446,45.66396
2539,Complexe Sportif Jean Bouin,Feyzin,Court de tennis,4.84517,45.66353
2540,Cosec Arts Martiaux,Feyzin,Salle multisports (gymnase),4.8607,45.67058
2541,Courts de Tennis Extérieur,Feyzin,Court de tennis,4.86218,45.67218
2542,Maxi Forme+,Genas,Salle de cours collectifs,4.980057,45.719212
2543,Stade Elie Beraud,Genas,Terrain de football,5.00727,45.71989
2544,Complexe Peyronnet,Genas,Terrain de football,5.01192,45.72619
2545,Complexe Sportif Marcel Gonzales,Genas,Salle de lutte,5.01301,45.72824
2546,Complexe Sportif Marcel Gonzales,Genas,Salle multisports (gymnase),5.01157,45.72875
2547,Groupe Scolaire Jean d'Azieu,Genas,Plateau EPS/Multisports/city-stades,5.01333,45.73765
2548,Cocoon Sport,Genas,Terrain de soccer,4.99811,45.73068
2549,Saone Jouvence,Genay,Salle de musculation/cardiotraining,4.820506,45.894017
2550,Stade Municipal des Marais,Jonage,Terrain de football,5.04005,45.80209
2551,Jonage Sport Gym,Jonage,Salle de cours collectifs,5.046095,45.797452
2552,Les Ecuries d'Anaphélie,Jonage,Carrière,5.05858,45.78428
2553,Espace Colliard,Jons,Terrain de football,5.079193,45.802142
2554,Collège Olivier de Serres,Meyzieu,Piste d'athlétisme isolée,5.02067,45.7799
2555,Gymnase des Servizières,Meyzieu,Salle multisports (gymnase),5.01688,45.76448
2556,Gymnase Evariste Galois,Meyzieu,Salle multisports (gymnase),4.99724,45.7709
2557,Gymnase Olivier de Serres,Meyzieu,Salle multisports (gymnase),5.01993,45.77995
2558,Salle Marcel Cerdan,Meyzieu,Dojo / Salle d'arts martiaux,4.99647,45.77006
2559,Base Nautique Marcel Gourjux,Meyzieu,Site d'activités aquatiques et nautiques,4.99028,45.78425
2560,Parc Municipal des Sports des Servizieres,Meyzieu,Stade d’athlétisme,5.01759,45.76614
2561,Parc Municipal des Sports des Servizieres,Meyzieu,Court de tennis,5.01778,45.76472
2562,Base de Voile Ascul,Meyzieu,Site d'activités aquatiques et nautiques,4.99042,45.78574
2563,Courts de Tennis,Mions,Court de tennis,4.94993,45.66273
2564,Gymnase Germain,Mions,Salle multisports (gymnase),4.94935,45.65923
2565,Stade des Tilleuls,Mions,Terrain de rugby,4.95559,45.66852
2566,Espace Convergence,Mions,Salle de danse,4.94042,45.66924
2567,Complexe Sportif,Montanay,Court de tennis,4.87296,45.88316
2568,Ecole Primaire de Montanay,Montanay,Salles polyvalentes / des fêtes / non spécialisées,4.85762,45.87848
2569,Complexe Sportif Jean Brissaud,Pusignan,Dojo / Salle d'arts martiaux,5.06869,45.75463
2570,Complexe Sportif Jean Brissaud,Pusignan,Court de tennis,5.06913,45.75456
2571,Complexe Sportif Jean Brissaud,Pusignan,Pas de tir à l'arc,5.07044,45.75462
2572,Stade de Rugby Jean Bouin,Pusignan,Terrain de rugby,5.06228,45.7648
2573,Lycée Professionnel Georges Lamarque,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.88359,45.80243
2574,Complexe Sportif Aquatique Loup Pendu,Rillieux-la-Pape,Bassin ludique de natation,4.8863,45.81705
2575,Complexe Sportif Aquatique Loup Pendu,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.88637,45.81751
2576,Tapis Volant,Rillieux-la-Pape,Salle de danse,4.90807,45.82256
2577,Complexe de Tennis des Lones,Rillieux-la-Pape,Salles polyvalentes / des fêtes / non spécialisées,4.89883,45.80622
2578,Complexe de Tennis des Lones,Rillieux-la-Pape,Terrain de padel,4.89834,45.80575
2579,Complexe de Tennis des Lones,Rillieux-la-Pape,Terrain de padel,4.89834,45.80575
2580,Complexe Sportif de la Velette,Rillieux-la-Pape,Salle d'escrime,4.90037,45.81467
2581,Complexe Sportif de la Velette,Rillieux-la-Pape,Salle de cours collectifs,4.90037,45.81467
2582,Plateaux Sportifs du Mont Blanc,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.89107,45.81082
2583,Collège Paul Emile Victor,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.90806,45.81776
2584,Terrain de Boules,Saint-Bonnet-de-Mure,Terrain de boules,5.0317,45.69626
2585,Gloriette,Saint-Bonnet-de-Mure,Salle multisports (gymnase),5.02815,45.69559
2586,Terrains de Loisirs,Saint-Bonnet-de-Mure,Skate park,5.03151,45.69716
2587,Centre Équestre de la Jumenterie,Saint-Pierre-de-Chandieu,Manège,4.97682,45.64317
2588,Espace Delyres,Saint-Pierre-de-Chandieu,Dojo / Salle d'arts martiaux,5.00757,45.64709
2589,Centre Polyvalent Gustave Coste,Saint-Priest,Salle de musculation/cardiotraining,4.94261,45.69589
2590,Boulodrome Marius Joly,Saint-Priest,Terrain de pétanque,4.94058,45.69675
2591,Boulodrome Marius Joly,Saint-Priest,Terrain de boules,4.94058,45.69675
2592,Boulodrome Marius Joly,Saint-Priest,Terrain de boules,4.94058,45.69675
2593,Stade Armand Yaghlian,Saint-Priest,Terrain de football,4.98441,45.7015
2594,Stade Sncf,Saint-Priest,Terrain de football,4.92676,45.68676
2595,Gymnase Gérard Philipe,Saint-Priest,Salle multisports (gymnase),4.934,45.70545
2596,Gymnase Condorcet,Saint-Priest,Salle multisports (gymnase),4.94376,45.69322
2597,Gymnase François Arnaud,Saint-Priest,Salle multisports (gymnase),4.95694,45.69573
2598,Tennis Roland Garros,Saint-Priest,Court de tennis,4.95678,45.69476
2599,Tennis Roland Garros,Saint-Priest,Court de tennis,4.95678,45.69476
2600,Stade Jacques Joly,Saint-Priest,Terrain de handball,4.9379,45.69579
2601,Complexe Sportif Pierre Mendès France,Saint-Priest,Terrain de pétanque,4.95858,45.6936
2602,Soccer Five,Saint-Priest,Terrain de soccer,4.908258,45.70875
2603,Soccer Five,Saint-Priest,Terrain de soccer,4.908258,45.70875
2604,L'Espace Adrien Garioud,Saint-Priest,Structure Artificielle d'Escalade,4.96388,45.69498
2605,Piscine Municipale,Saint-Symphorien-d'Ozon,Bassin ludique de natation,4.86857,45.6332
2606,Tennis,Saint-Symphorien-d'Ozon,Court de tennis,4.86882,45.63228
2607,Gymnase Municipal,Saint-Symphorien-d'Ozon,Salle de basket,4.86922,45.63354
2608,Salle Floralie,Saint-Symphorien-d'Ozon,Salle de danse,4.87715,45.63458
2609,Stade Municipal,Sathonay-Camp,Terrain de football,4.86654,45.81908
2610,Stade Municipal,Sathonay-Camp,Terrain de football,4.86621,45.81952
2611,Parc du Haut de la Combe,Sathonay-Camp,Terrain de basket-ball,4.87668,45.82817
2612,Salle Maurice Danis,Sathonay-Camp,Salles polyvalentes / des fêtes / non spécialisées,4.87557,45.82296
2613,Espace Jean Monnet,Sérézin-du-Rhône,Court de tennis,4.82364,45.62775
2614,Salles,Simandres,Salles polyvalentes / des fêtes / non spécialisées,4.873807,45.617074
2615,Courts de Tennis,Solaize,Court de tennis,4.83681,45.63423
2616,Lycée Jean-Baptiste de Lassale,Lyon 1er Arrondissement,Salle multisports (gymnase),4.82946,45.77207
2617,Ecole Primaire Michel Servet,Lyon 1er Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.836788,45.771476
2618,Ecole Primaire Michel Servet,Lyon 1er Arrondissement,Terrain de basket-ball,4.83668,45.77247
2619,Complexe Sportif Duplat Genety,Lyon 1er Arrondissement,Salle de boxe,4.82015,45.77159
2620,Urban Tonic,Lyon 2e Arrondissement,Salle de musculation/cardiotraining,4.833894,45.761286
2621,Lycée Ampère,Lyon 2e Arrondissement,Salle multisports (gymnase),4.83693,45.76535
2622,Institut Jacques Bernard,Lyon 2e Arrondissement,Salle de musculation/cardiotraining,4.83462,45.75863
2623,Ecole Primaire Alix,Lyon 2e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.82324,45.74372
2624,Ecole Primaire Alix,Lyon 2e Arrondissement,Plateau EPS/Multisports/city-stades,4.82336,45.74418
2625,Ecole Primaire Condorcet,Lyon 3e Arrondissement,But/panier isolé de sport collectif,4.89146,45.7482
2626,Ecole Primaire Nove Josserand,Lyon 3e Arrondissement,Salle de basket,4.867013,45.751137
2627,Stade Marc Vivien Foe,Lyon 3e Arrondissement,Terrain de football,4.87828,45.75043
2628,Stade Marc Vivien Foe,Lyon 3e Arrondissement,Plateau EPS/Multisports/city-stades,4.88006,45.75025
2629,Complexe Sportif Paul Bert,Lyon 3e Arrondissement,Dojo / Salle d'arts martiaux,4.86316,45.75706
2630,Stade Juninho,Lyon 3e Arrondissement,Piste d'athlétisme isolée,4.88646,45.74458
2631,Complexe Sportif Antoine Charrial,Lyon 3e Arrondissement,Salle multisports (gymnase),4.87123,45.75739
2632,Complexe Sportif Antoine Charrial,Lyon 3e Arrondissement,Salle de lutte,4.87123,45.75739
2633,Complexe Sportif Antoine Charrial,Lyon 3e Arrondissement,Stade d’athlétisme,4.87092,45.75694
2634,Halle des Sports,Lyon 3e Arrondissement,Salle de gymnastique sportive,4.85935,45.75481
2635,Squash Lugdunum,Lyon 3e Arrondissement,Salle ou terrain de squash,4.8587,45.7555
2636,Stade Grégory Coupet,Lyon 4e Arrondissement,Salle de patinage sur roulette,4.82175,45.78253
2637,Stade Grégory Coupet,Lyon 4e Arrondissement,Plateau EPS/Multisports/city-stades,4.82258,45.78234
2638,Stade des Charteux,Lyon 4e Arrondissement,Piste d'athlétisme isolée,4.82327,45.78127
2639,Gymnase René Baillieu,Lyon 4e Arrondissement,Plateau EPS/Multisports/city-stades,4.81881,45.78081
2640,Salle Belfort,Lyon 4e Arrondissement,Salle d'haltérophilie,4.83434,45.78043
2641,Ecole Primaire Jean de la Fontaine,Lyon 4e Arrondissement,Terrain de basket-ball,4.81968,45.77893
2642,Groupe Scolaire Notre Dame des Minimes,Lyon 5e Arrondissement,Terrain de handball,4.78989,45.75885
2643,Groupe Scolaire Notre Dame des Minimes,Lyon 5e Arrondissement,Terrain de basket-ball,4.78925,45.75919
2644,Gymnase de l'Ecam,Lyon 5e Arrondissement,Aire de saut,4.8241,45.76416
2645,Tennis Club Municipal du 5Ème-Tcms Site Valdo,Lyon 5e Arrondissement,Court de tennis,4.77869,45.74904
2646,Ecole Primaire Champvert Ouest,Lyon 5e Arrondissement,Plateau EPS/Multisports/city-stades,4.78783,45.7635
2647,Ecole Primaire Irene Joliot Curie,Lyon 5e Arrondissement,Salle de basket,4.777677,45.753347
2648,Ecole Primaire Albert Camus,Lyon 5e Arrondissement,Salle de basket,4.818424,45.756997
2649,Lycée Saint Just,Lyon 5e Arrondissement,Salle multisports (gymnase),4.82158,45.75696
2650,Lycée Professionnel Privé Don Bosco,Lyon 5e Arrondissement,Terrain de volley-ball,4.8183,45.75179
2651,Collége Privé Saint Marc,Lyon 5e Arrondissement,Plateau EPS/Multisports/city-stades,4.81309,45.7526
